path
"8,514,0,109,7,54,0,101,8,46,0,84,2,23,0,86,8,77,0,91,10,74,0,91,8,72,0,18"
"0,503,0,64,3,58,0,66,10,314,0,89,8,61,0,92,10,84,0,84,8,25"
"0,18,8,1083,0,46,3,74,0,54,8,138,0,27"
"2,1323,0,38,7,66,0,13"
"1,358,0,82,4,37,0,91,10,70,0,66,9,35,0,71,10,630"
"0,322,0,92,13,42,0,110,10,84,0,74,8,25,0,84,10,108,0,104,13,42,0,105,10,248"
"0,10,8,74,0,111,7,179,0,111,5,28,0,98,7,67,0,196,0,61,6,36,7,404,0,65"
"7,415,0,38,10,90,0,39,7,59,0,207,0,57,6,43,7,49,0,116,13,51,0,116,7,98,0,62"
"8,250,0,46,3,63,0,47,8,68,0,72,2,39,0,87,8,43,0,93,1,37,0,137,13,31,0,125,1,69,0,76,8,157"
"0,946,0,39,7,67,0,47,10,341"
"8,420,0,113,7,59,0,104,8,94,0,112,7,66,0,112,8,89,0,93,13,35,0,89,8,54"
"0,55,13,25,0,80,8,166,0,264,8,64,0,74,5,712"
"13,32,0,101,10,72,0,86,13,38,0,89,10,1022"
"13,47,0,99,10,285,0,81,3,41,0,86,10,801"
"0,26,10,97,0,80,8,125,0,79,10,64,0,79,8,87,0,108,7,60,0,121,8,64,0,100,10,72,0,84,8,116,0,78"
"8,503,0,79,1,28,0,94,8,31,0,206,8,93,0,83,10,73,0,87,8,77,0,82,10,4"
"0,1390,0,50"
"0,425,0,81,8,69,0,89,10,67,0,99,8,10,0,111,10,489"
"0,25,8,1262,0,94,10,59"
"7,244,0,134,13,29,0,130,7,165,0,103,5,53,0,111,7,60,0,86,3,68,0,83,7,174"
"8,1040,0,67,5,48,0,68,8,77,0,82,10,58"
"8,1153,0,123,7,69,0,95"
"3,612,0,81,8,87,0,134,7,75,0,107,8,344"
"0,545,7,65,0,110,8,190,0,112,7,67,0,124,8,227"
"8,1426,0,14"
"8,289,0,89,1,45,0,90,8,927"
"0,6,7,848,0,107,5,64,0,112,7,303"
"0,395,8,1045"
"0,60,8,313,0,101,1,553,0,103,13,38,0,94,1,55,0,116,13,7"
"7,577,0,77,8,786"
"7,312,0,128,0,32,12,13,0,63,6,37,0,855"
"0,45,8,1395"
"7,789,0,102,3,59,0,114,7,376"
"8,1204,0,84,6,152"
"2,1177,0,49,6,214"
"8,279,0,95,13,39,0,81,8,71,0,80,1,30,0,100,8,665"
"0,64,7,58,0,111,8,257,0,77,1,35,0,109,10,74,0,102,1,28,0,95,8,430"
"0,294,8,1146"
"3,384,0,81,8,975"
"7,1221,0,107,8,112"
"4,262,0,94,8,349,0,84,10,123,0,81,8,160,0,83,10,204"
"0,21,3,79,0,83,7,244,0,109,8,92,0,112,7,700"
"4,1215,0,83,8,142"
"4,414,0,81,5,58,0,85,10,100,0,94,13,33,0,96,10,479"
"0,90,13,41,0,96,10,207,0,41,5,507,0,69,8,256,0,102,13,31"
"3,13,0,31,1,39,0,17,7,108,0,110,5,48,0,116,7,106,0,35,10,84,0,86,12,41,0,83,10,207,0,94,13,37,0,100,10,76,0,9"
"3,1404,0,36"
"8,2,0,88,10,1350"
"4,996,0,84,5,54,0,96,10,210"
"8,357,0,91,10,992"
"7,980,0,104,0,340,7,16"
"8,56,0,100,10,376,0,92,8,816"
"0,591,8,783,0,66"
"8,1179,0,116,7,52,0,93"
"4,377,0,99,1,36,0,114,10,814"
"7,1250,0,190"
"7,213,0,38,7,110,0,35,10,108,0,81,8,51,0,67,11,36,0,72,8,589,0,40"
"5,1280,0,85,8,75"
"9,815,0,77,5,48,0,90,10,76,0,78,8,28,0,85,10,143"
"8,700,0,53,3,687"
"8,1320,0,51,3,69"
"8,720,0,95,10,625"
"0,1429,3,11"
"0,361,8,1079"
"8,745,0,100,5,50,0,67,8,478"
"7,38,0,41,10,286,0,209,10,91,0,77,4,43,0,88,10,91,0,81,8,395"
"7,867,0,118,0,229,7,226"
"8,193,0,77,10,1170"
"0,1097,0,81,8,262"
"0,52,3,1388"
"0,762,3,678"
"0,383,3,1057"
"0,60,7,65,0,113,8,1202"
