path
"8,1418,0,22"
"9,208,0,90,13,41,0,102,10,107,0,160,10,66,0,12,6,35,0,39,8,55,0,99,13,63,0,97,8,181,0,45,3,40"
"9,79,0,102,13,30,0,99,10,91,0,49,12,40,0,95,1,45,0,98,10,70,0,66,3,66,0,64,10,66,0,81,11,29,0,87,10,183"
"0,7,8,13,6,23,0,11,3,57,0,59,8,150,0,111,4,43,0,118,8,78,0,95,4,28,0,106,8,56,0,85,1,34,0,96,8,270"
"0,13,8,356,0,76,13,37,0,99,10,79,0,105,8,220,0,80,5,40,0,85,8,53,0,76,10,61,0,60"
"8,14,0,102,7,194,0,87,3,90,0,92,7,68,0,108,5,57,0,111,7,361,0,95,3,61"
"8,398,0,74,5,46,0,89,10,55,0,64,3,53,0,61,10,74,0,82,5,57,0,80,10,66,0,40,7,63,0,39,10,99"
"8,286,0,77,12,40,0,92,10,79,0,95,13,36,0,100,10,105,0,37,7,76,0,43,10,271,0,89,13,14"
"0,25,8,69,0,212,8,262,0,112,7,78,0,38,10,244,0,92,1,62,0,97,10,74,0,39,7,36"
"0,56,10,250,0,77,4,43,0,83,10,80,0,68,5,45,0,67,10,79,0,89,8,143,0,94,10,79,0,48,2,39,0,58,10,42"
"8,404,0,90,13,35,0,91,8,75,0,53,3,467,0,50,8,89,0,76,10,10"
"8,1278,0,114,7,48"
"0,180,13,41,8,267,0,58,5,33,0,60,8,592,0,83,5,31,0,55,8,40"
"8,1185,0,79,4,39,0,87,10,50"
"0,17,7,434,0,40,10,77,0,82,5,45,0,98,10,81,0,45,7,79,0,41,10,82,0,43,7,68,0,44,10,164"
"0,43,10,1115,0,86,8,140,0,35,3,21"
"4,215,0,185,0,58,10,25,6,22,0,40,3,57,0,70,10,74,0,169,0,74,10,10,6,13,0,41,10,39,0,64,10,76,0,103,4,42,0,63"
"4,99,0,66,3,155,0,60,10,87,0,73,8,45,0,92,10,84,0,42,7,59,0,37,10,86,0,42,7,71,0,45,10,85,0,42,7,65,0,40,10,65"
"3,4,0,210,0,54,5,45,0,129,12,40,3,621,0,50,8,217,0,70"
"0,64,13,115,0,121,7,189,0,111,8,454,0,115,7,57,0,108,8,106"
"0,96,8,237,0,112,12,42,0,107,8,131,0,77,13,46,0,77,8,65,0,58,3,59,0,53,8,280"
"8,87,0,49,3,90,0,51,8,574,0,78,10,399,0,89,8,23"
"2,98,0,37,7,75,0,37,10,1073,0,71,3,49"
"2,328,0,77,5,51,0,95,10,79,0,40,7,62,0,101,8,70,0,98,10,67,0,82,3,44,0,90,10,156"
"1,499,0,85,8,78,0,77,5,31,0,92,8,50,0,76,10,73,0,86,8,60,0,86,10,79,0,36,7,32"
"6,211,0,77,5,65,0,83,10,694,0,42,7,70,0,44,10,154"
"0,6,8,57,0,78,10,232,0,117,4,31,0,112,10,92,0,97,1,38,0,107,10,98,0,44,7,79,0,34,10,83,0,79,4,39,0,17"
"8,1096,0,73,2,49,0,84,8,138"
"0,33,8,243,0,195,0,59,8,25,6,10,0,91,9,25,0,103,8,537,0,66,3,26,0,27"
"0,53,10,93,0,85,8,151,0,80,10,78,0,60,3,59,0,68,10,90,0,86,8,85,0,109,13,36,0,76,8,93,0,91,10,47"
"8,448,0,90,10,72,0,83,4,31,0,88,10,66,0,82,4,29,0,88,10,87,0,69,5,37,0,76,10,94"
"8,353,0,59,3,36,0,54,8,87,0,96,13,36,0,80,8,67,0,203,0,54,6,32,0,283"
"8,395,0,101,4,101,0,48,8,330,0,94,10,85,0,168,10,78,0,5,6,29,0,6"
"7,439,0,102,5,59,0,125,7,76,0,87,3,79,0,90,7,383"
"3,63,0,62,10,413,0,88,8,814"
"7,495,0,69,8,38,0,95,10,105,0,81,5,35,0,94,10,428"
"8,2,0,95,10,59,0,123,8,178,0,63,5,51,0,87,10,65,0,77,5,57,0,79,8,185,0,74,1,36,0,105,8,104"
"0,47,10,324,0,72,8,37,0,79,10,89,0,44,2,36,0,45,10,77,0,73,8,33,0,79,10,405"
"8,63,0,95,10,295,0,76,11,40,0,77,10,74,0,76,11,33,0,82,10,529"
"0,110,0,34,6,6,10,374,0,87,5,42,0,94,10,78,0,134,8,481"
"7,911,0,60,2,20,0,85,7,74,0,94,8,66,0,85,7,45"
"8,1040,0,400"
"0,54,8,73,0,78,10,77,0,83,8,176,0,89,10,59,0,92,13,28,0,77,8,79,0,83,10,65,0,60,3,68,0,67,10,88,0,44"
"8,845,0,90,10,94,0,80,0,178,3,153"
"7,196,0,39,7,185,0,39,10,817,0,45,7,44,0,52,10,23"
"3,789,0,49,8,47,0,58,3,34,0,55,8,203,0,58,3,60,0,63,8,24"
"8,840,0,124,7,37,0,106,8,104,0,84,1,42,0,103"
"0,27,8,773,0,90,10,58,0,77,8,69,0,108,7,71,0,105,8,62"
"3,69,0,49,8,224,0,186,8,590,0,88,10,180,0,54"
"8,316,0,62,3,116,0,67,10,750,0,129"
"0,1010,6,20,0,410"
"0,4,10,80,0,82,8,788,0,106,7,24,0,143,8,213"
"7,674,0,109,9,41,0,103,7,72,0,107,11,34,0,108,7,192"
"8,245,0,77,5,39,0,201,5,56,0,66,8,48,0,69,5,639"
"3,928,0,82,5,44,0,87,10,82,0,57,3,64,0,67,10,29"
"0,195,10,192,0,43,7,42,0,51,10,75,0,99,9,45,0,108,10,484,0,92,8,14"
"8,305,0,76,5,67,0,78,8,798,0,99,10,17"
"3,571,0,38,2,48,0,59,10,66,0,80,8,68,0,43,3,77,0,53,1,47,0,63,3,227"
"2,445,0,85,8,910"
"0,35,8,1128,0,72,1,32,0,94,8,79"
"1,158,0,98,8,289,0,98,10,797"
"0,21,10,374,0,96,13,31,0,91,10,145,0,104,8,48,0,94,10,71,0,93,8,82,0,94,10,96"
"1,248,0,92,1,50,0,100,10,950"
"4,20,0,110,10,456,0,66,3,81,0,68,10,93,0,69,5,45,0,77,10,86,0,62,3,88,0,66,10,53"
"1,231,0,81,5,60,0,95,10,189,0,88,5,61,0,83,10,552"
"8,387,0,119,5,37,0,78,8,84,0,87,2,35,0,88,8,525"
"8,501,0,86,10,154,0,121,8,42,0,88,5,52,0,73,8,323"
"8,625,0,84,10,113,0,72,8,286,0,45,3,215"
